( X, Y, Tip, Ödül Puaný ) 
( 34, 45, Yol, 0 )
( 34, 46, Engel, -5 )
( 34, 47, Engel, -5 )
( 34, 48, Yol, 0 )
( 34, 49, Yol, 0 )
( 35, 0, Yol, 0 )
( 35, 1, Yol, 0 )
( 35, 2, Yol, 0 )
( 35, 3, Yol, 0 )
( 35, 4, Yol, 0 )
( 35, 5, Engel, -5 )
( 35, 6, Yol, 0 )
( 35, 7, Engel, -5 )
( 35, 8, Engel, -5 )
( 35, 9, Engel, -5 )
( 35, 10, Yol, 0 )
( 35, 11, Yol, 0 )
( 35, 12, Yol, 0 )
( 35, 13, Yol, 0 )
( 35, 14, Yol, 0 )
( 35, 15, Yol, 0 )
( 35, 16, Yol, 0 )
( 35, 17, Engel, -5 )
( 35, 18, Yol, 0 )
( 35, 19, Engel, -5 )
( 35, 20, Yol, 0 )
( 35, 21, Engel, -5 )
( 35, 22, Engel, -5 )
( 35, 23, Yol, 0 )
( 35, 24, Yol, 0 )
( 35, 25, Engel, -5 )
( 35, 26, Yol, 0 )
( 35, 27, Engel, -5 )
( 35, 28, Yol, 0 )
( 35, 29, Yol, 0 )
( 35, 30, Yol, 0 )
( 35, 31, Yol, 0 )
( 35, 32, Yol, 0 )
( 35, 33, Yol, 0 )
( 35, 34, Yol, 0 )
( 35, 35, Yol, 0 )
( 35, 36, Engel, -5 )
( 35, 37, Yol, 0 )
( 35, 38, Yol, 0 )
( 35, 39, Engel, -5 )
( 35, 40, Yol, 0 )
( 35, 41, Yol, 0 )
( 35, 42, Engel, -5 )
( 35, 43, Yol, 0 )
( 35, 44, Yol, 0 )
( 35, 45, Yol, 0 )
( 35, 46, Engel, -5 )
( 35, 47, Yol, 0 )
( 35, 48, Yol, 0 )
( 35, 49, Yol, 0 )
( 36, 0, Engel, -5 )
( 36, 1, Yol, 0 )
( 36, 2, Engel, -5 )
( 36, 3, Yol, 0 )
( 36, 4, Engel, -5 )
( 36, 5, Engel, -5 )
( 36, 6, Yol, 0 )
( 36, 7, Yol, 0 )
( 36, 8, Yol, 0 )
( 36, 9, Engel, -5 )
( 36, 10, Yol, 0 )
( 36, 11, Yol, 0 )
( 36, 12, Yol, 0 )
( 36, 13, Yol, 0 )
( 36, 14, Yol, 0 )
( 36, 15, Yol, 0 )
( 36, 16, Yol, 0 )
( 36, 17, Yol, 0 )
( 36, 18, Yol, 0 )
( 36, 19, Yol, 0 )
( 36, 20, Yol, 0 )
( 36, 21, Engel, -5 )
( 36, 22, Yol, 0 )
( 36, 23, Engel, -5 )
( 36, 24, Yol, 0 )
( 36, 25, Yol, 0 )
( 36, 26, Yol, 0 )
( 36, 27, Engel, -5 )
( 36, 28, Yol, 0 )
( 36, 29, Yol, 0 )
( 36, 30, Engel, -5 )
( 36, 31, Yol, 0 )
( 36, 32, Yol, 0 )
( 36, 33, Yol, 0 )
( 36, 34, Yol, 0 )
( 36, 35, Yol, 0 )
( 36, 36, Yol, 0 )
( 36, 37, Yol, 0 )
( 36, 38, Engel, -5 )
( 36, 39, Yol, 0 )
( 36, 40, Engel, -5 )
( 36, 41, Yol, 0 )
( 36, 42, Engel, -5 )
( 36, 43, Yol, 0 )
( 36, 44, Yol, 0 )
( 36, 45, Yol, 0 )
( 36, 46, Yol, 0 )
( 36, 47, Engel, -5 )
( 36, 48, Yol, 0 )
( 36, 49, Yol, 0 )
( 37, 0, Yol, 0 )
( 37, 1, Yol, 0 )
( 37, 2, Yol, 0 )
( 37, 3, Yol, 0 )
( 37, 4, Yol, 0 )
( 37, 5, Yol, 0 )
( 37, 6, Yol, 0 )
( 37, 7, Yol, 0 )
( 37, 8, Yol, 0 )
( 37, 9, Yol, 0 )
( 37, 10, Yol, 0 )
( 37, 11, Yol, 0 )
( 37, 12, Yol, 0 )
( 37, 13, Yol, 0 )
( 37, 14, Yol, 0 )
( 37, 15, Yol, 0 )
( 37, 16, Yol, 0 )
( 37, 17, Yol, 0 )
( 37, 18, Engel, -5 )
( 37, 19, Engel, -5 )
( 37, 20, Engel, -5 )
( 37, 21, Yol, 0 )
( 37, 22, Yol, 0 )
( 37, 23, Engel, -5 )
( 37, 24, Yol, 0 )
( 37, 25, Yol, 0 )
( 37, 26, Yol, 0 )
( 37, 27, Engel, -5 )
( 37, 28, Engel, -5 )
( 37, 29, Engel, -5 )
( 37, 30, Yol, 0 )
( 37, 31, Engel, -5 )
( 37, 32, Yol, 0 )
( 37, 33, Yol, 0 )
( 37, 34, Engel, -5 )
( 37, 35, Engel, -5 )
( 37, 36, Yol, 0 )
( 37, 37, Yol, 0 )
( 37, 38, Yol, 0 )
( 37, 39, Engel, -5 )
( 37, 40, Yol, 0 )
( 37, 41, Engel, -5 )
( 37, 42, Yol, 0 )
( 37, 43, Yol, 0 )
( 37, 44, Engel, -5 )
( 37, 45, Yol, 0 )
( 37, 46, Yol, 0 )
( 37, 47, Yol, 0 )
( 37, 48, Engel, -5 )
( 37, 49, Engel, -5 )
( 38, 0, Engel, -5 )
( 38, 1, Engel, -5 )
( 38, 2, Yol, 0 )
( 38, 3, Yol, 0 )
( 38, 4, Yol, 0 )
( 38, 5, Engel, -5 )
( 38, 6, Yol, 0 )
( 38, 7, Yol, 0 )
( 38, 8, Yol, 0 )
( 38, 9, Engel, -5 )
( 38, 10, Yol, 0 )
( 38, 11, Engel, -5 )
( 38, 12, Engel, -5 )
( 38, 13, Engel, -5 )
( 38, 14, Yol, 0 )
( 38, 15, Yol, 0 )
( 38, 16, Yol, 0 )
( 38, 17, Yol, 0 )
( 38, 18, Yol, 0 )
( 38, 19, Yol, 0 )
( 38, 20, Yol, 0 )
( 38, 21, Yol, 0 )
( 38, 22, Engel, -5 )
( 38, 23, Engel, -5 )
( 38, 24, Yol, 0 )
( 38, 25, Yol, 0 )
( 38, 26, Yol, 0 )
( 38, 27, Yol, 0 )
( 38, 28, Yol, 0 )
( 38, 29, Yol, 0 )
( 38, 30, Yol, 0 )
( 38, 31, Yol, 0 )
( 38, 32, Engel, -5 )
( 38, 33, Yol, 0 )
( 38, 34, Yol, 0 )
( 38, 35, Yol, 0 )
( 38, 36, Engel, -5 )
( 38, 37, Yol, 0 )
( 38, 38, Yol, 0 )
( 38, 39, Yol, 0 )
( 38, 40, Engel, -5 )
( 38, 41, Yol, 0 )
( 38, 42, Engel, -5 )
( 38, 43, Yol, 0 )
( 38, 44, Engel, -5 )
( 38, 45, Engel, -5 )
( 38, 46, Yol, 0 )
( 38, 47, Yol, 0 )
( 38, 48, Engel, -5 )
( 38, 49, Engel, -5 )
( 39, 0, Yol, 0 )
( 39, 1, Engel, -5 )
( 39, 2, Yol, 0 )
( 39, 3, Yol, 0 )
( 39, 4, Yol, 0 )
( 39, 5, Yol, 0 )
( 39, 6, Yol, 0 )
( 39, 7, Yol, 0 )
( 39, 8, Yol, 0 )
( 39, 9, Yol, 0 )
( 39, 10, Engel, -5 )
( 39, 11, Engel, -5 )
( 39, 12, Yol, 0 )
( 39, 13, Yol, 0 )
( 39, 14, Yol, 0 )
( 39, 15, Yol, 0 )
( 39, 16, Engel, -5 )
( 39, 17, Engel, -5 )
( 39, 18, Yol, 0 )
( 39, 19, Yol, 0 )
( 39, 20, Yol, 0 )
( 39, 21, Yol, 0 )
( 39, 22, Yol, 0 )
( 39, 23, Yol, 0 )
( 39, 24, Engel, -5 )
( 39, 25, Yol, 0 )
( 39, 26, Yol, 0 )
( 39, 27, Yol, 0 )
( 39, 28, Yol, 0 )
( 39, 29, Engel, -5 )
( 39, 30, Engel, -5 )
( 39, 31, Engel, -5 )
( 39, 32, Yol, 0 )
( 39, 33, Yol, 0 )
( 39, 34, Yol, 0 )
( 39, 35, Yol, 0 )
( 39, 36, Yol, 0 )
( 39, 37, Engel, -5 )
( 39, 38, Engel, -5 )
( 39, 39, Engel, -5 )
( 39, 40, Yol, 0 )
( 39, 41, Engel, -5 )
( 39, 42, Yol, 0 )
( 39, 43, Engel, -5 )
( 39, 44, Engel, -5 )
( 39, 45, Yol, 0 )
( 39, 46, Yol, 0 )
( 39, 47, Yol, 0 )
( 39, 48, Engel, -5 )
( 39, 49, Yol, 0 )
( 40, 0, Yol, 0 )
( 40, 1, Yol, 0 )
( 40, 2, Yol, 0 )
( 40, 3, Yol, 0 )
( 40, 4, Yol, 0 )
( 40, 5, Engel, -5 )
( 40, 6, Yol, 0 )
( 40, 7, Yol, 0 )
( 40, 8, Yol, 0 )
( 40, 9, Yol, 0 )
( 40, 10, Engel, -5 )
( 40, 11, Engel, -5 )
( 40, 12, Yol, 0 )
( 40, 13, Yol, 0 )
( 40, 14, Engel, -5 )
( 40, 15, Yol, 0 )
( 40, 16, Yol, 0 )
( 40, 17, Yol, 0 )
( 40, 18, Yol, 0 )
( 40, 19, Engel, -5 )
( 40, 20, Yol, 0 )
( 40, 21, Yol, 0 )
( 40, 22, Engel, -5 )
( 40, 23, Engel, -5 )
( 40, 24, Yol, 0 )
( 40, 25, Engel, -5 )
( 40, 26, Yol, 0 )
( 40, 27, Yol, 0 )
( 40, 28, Engel, -5 )
( 40, 29, Yol, 0 )
( 40, 30, Yol, 0 )
( 40, 31, Yol, 0 )
( 40, 32, Yol, 0 )
( 40, 33, Engel, -5 )
( 40, 34, Yol, 0 )
( 40, 35, Yol, 0 )
( 40, 36, Yol, 0 )
( 40, 37, Engel, -5 )
( 40, 38, Yol, 0 )
( 40, 39, Yol, 0 )
( 40, 40, Engel, -5 )
( 40, 41, Yol, 0 )
( 40, 42, Yol, 0 )
( 40, 43, Engel, -5 )
( 40, 44, Yol, 0 )
( 40, 45, Yol, 0 )
( 40, 46, Engel, -5 )
( 40, 47, Yol, 0 )
( 40, 48, Yol, 0 )
( 40, 49, Engel, -5 )
( 41, 0, Yol, 0 )
( 41, 1, Engel, -5 )
( 41, 2, Yol, 0 )
( 41, 3, Yol, 0 )
( 41, 4, Yol, 0 )
( 41, 5, Engel, -5 )
( 41, 6, Yol, 0 )
( 41, 7, Yol, 0 )
( 41, 8, Yol, 0 )
( 41, 9, Yol, 0 )
( 41, 10, Yol, 0 )
( 41, 11, Yol, 0 )
( 41, 12, Yol, 0 )
( 41, 13, Engel, -5 )
( 41, 14, Yol, 0 )
( 41, 15, Yol, 0 )
( 41, 16, Yol, 0 )
( 41, 17, Yol, 0 )
( 41, 18, Yol, 0 )
( 41, 19, Yol, 0 )
( 41, 20, Engel, -5 )
( 41, 21, Yol, 0 )
( 41, 22, Engel, -5 )
( 41, 23, Yol, 0 )
( 41, 24, Yol, 0 )
( 41, 25, Yol, 0 )
( 41, 26, Yol, 0 )
( 41, 27, Yol, 0 )
( 41, 28, Yol, 0 )
( 41, 29, Yol, 0 )
( 41, 30, Engel, -5 )
( 41, 31, Yol, 0 )
( 41, 32, Engel, -5 )
( 41, 33, Engel, -5 )
( 41, 34, Yol, 0 )
( 41, 35, Engel, -5 )
( 41, 36, Yol, 0 )
( 41, 37, Yol, 0 )
( 41, 38, Engel, -5 )
( 41, 39, Yol, 0 )
( 41, 40, Engel, -5 )
( 41, 41, Engel, -5 )
( 41, 42, Engel, -5 )
( 41, 43, Yol, 0 )
( 41, 44, Yol, 0 )
( 41, 45, Yol, 0 )
( 41, 46, Engel, -5 )
( 41, 47, Yol, 0 )
( 41, 48, Yol, 0 )
( 41, 49, Yol, 0 )
( 42, 0, Yol, 0 )
( 42, 1, Yol, 0 )
( 42, 2, Yol, 0 )
( 42, 3, Yol, 0 )
( 42, 4, Yol, 0 )
( 42, 5, Engel, -5 )
( 42, 6, Yol, 0 )
( 42, 7, Yol, 0 )
( 42, 8, Yol, 0 )
( 42, 9, Engel, -5 )
( 42, 10, Engel, -5 )
( 42, 11, Engel, -5 )
( 42, 12, Yol, 0 )
( 42, 13, Yol, 0 )
( 42, 14, Engel, -5 )
( 42, 15, Yol, 0 )
( 42, 16, Engel, -5 )
( 42, 17, Yol, 0 )
( 42, 18, Engel, -5 )
( 42, 19, Yol, 0 )
( 42, 20, Yol, 0 )
( 42, 21, Yol, 0 )
( 42, 22, Yol, 0 )
( 42, 23, Yol, 0 )
( 42, 24, Yol, 0 )
( 42, 25, Yol, 0 )
( 42, 26, Yol, 0 )
( 42, 27, Engel, -5 )
( 42, 28, Yol, 0 )
( 42, 29, Yol, 0 )
( 42, 30, Yol, 0 )
( 42, 31, Yol, 0 )
( 42, 32, Yol, 0 )
( 42, 33, Engel, -5 )
( 42, 34, Engel, -5 )
( 42, 35, Engel, -5 )
( 42, 36, Yol, 0 )
( 42, 37, Yol, 0 )
( 42, 38, Yol, 0 )
( 42, 39, Yol, 0 )
( 42, 40, Engel, -5 )
( 42, 41, Engel, -5 )
( 42, 42, Yol, 0 )
( 42, 43, Yol, 0 )
( 42, 44, Yol, 0 )
( 42, 45, Yol, 0 )
( 42, 46, Yol, 0 )
( 42, 47, Yol, 0 )
( 42, 48, Yol, 0 )
( 42, 49, Yol, 0 )
( 43, 0, Engel, -5 )
( 43, 1, Engel, -5 )
( 43, 2, Yol, 0 )
( 43, 3, Engel, -5 )
( 43, 4, Yol, 0 )
( 43, 5, Yol, 0 )
( 43, 6, Yol, 0 )
( 43, 7, Yol, 0 )
( 43, 8, Yol, 0 )
( 43, 9, Yol, 0 )
( 43, 10, Yol, 0 )
( 43, 11, Yol, 0 )
( 43, 12, Engel, -5 )
( 43, 13, Yol, 0 )
( 43, 14, Yol, 0 )
( 43, 15, Yol, 0 )
( 43, 16, Yol, 0 )
( 43, 17, Engel, -5 )
( 43, 18, Yol, 0 )
( 43, 19, Yol, 0 )
( 43, 20, Yol, 0 )
( 43, 21, Yol, 0 )
( 43, 22, Yol, 0 )
( 43, 23, Engel, -5 )
( 43, 24, Engel, -5 )
( 43, 25, Yol, 0 )
( 43, 26, Yol, 0 )
( 43, 27, Yol, 0 )
( 43, 28, Engel, -5 )
( 43, 29, Yol, 0 )
( 43, 30, Yol, 0 )
( 43, 31, Yol, 0 )
( 43, 32, Yol, 0 )
( 43, 33, Engel, -5 )
( 43, 34, Yol, 0 )
( 43, 35, Yol, 0 )
( 43, 36, Yol, 0 )
( 43, 37, Engel, -5 )
( 43, 38, Yol, 0 )
( 43, 39, Yol, 0 )
( 43, 40, Yol, 0 )
( 43, 41, Yol, 0 )
( 43, 42, Yol, 0 )
( 43, 43, Hedef, 5 )
( 43, 44, Yol, 0 )
( 43, 45, Engel, -5 )
( 43, 46, Yol, 0 )
( 43, 47, Yol, 0 )
( 43, 48, Yol, 0 )
( 43, 49, Yol, 0 )
( 44, 0, Yol, 0 )
( 44, 1, Yol, 0 )
( 44, 2, Engel, -5 )
( 44, 3, Engel, -5 )
( 44, 4, Yol, 0 )
( 44, 5, Yol, 0 )
( 44, 6, Yol, 0 )
( 44, 7, Engel, -5 )
( 44, 8, Yol, 0 )
( 44, 9, Engel, -5 )
( 44, 10, Yol, 0 )
( 44, 11, Yol, 0 )
( 44, 12, Yol, 0 )
( 44, 13, Yol, 0 )
( 44, 14, Yol, 0 )
( 44, 15, Engel, -5 )
( 44, 16, Yol, 0 )
( 44, 17, Yol, 0 )
( 44, 18, Yol, 0 )
( 44, 19, Yol, 0 )
( 44, 20, Yol, 0 )
( 44, 21, Yol, 0 )
( 44, 22, Yol, 0 )
( 44, 23, Engel, -5 )
( 44, 24, Yol, 0 )
( 44, 25, Engel, -5 )
( 44, 26, Yol, 0 )
( 44, 27, Yol, 0 )
( 44, 28, Yol, 0 )
( 44, 29, Engel, -5 )
( 44, 30, Yol, 0 )
( 44, 31, Yol, 0 )
( 44, 32, Yol, 0 )
( 44, 33, Yol, 0 )
( 44, 34, Engel, -5 )
( 44, 35, Yol, 0 )
( 44, 36, Yol, 0 )
( 44, 37, Yol, 0 )
( 44, 38, Yol, 0 )
( 44, 39, Engel, -5 )
( 44, 40, Yol, 0 )
( 44, 41, Yol, 0 )
( 44, 42, Yol, 0 )
( 44, 43, Yol, 0 )
( 44, 44, Yol, 0 )
( 44, 45, Yol, 0 )
( 44, 46, Yol, 0 )
( 44, 47, Yol, 0 )
( 44, 48, Engel, -5 )
( 44, 49, Yol, 0 )
( 45, 0, Engel, -5 )
( 45, 1, Yol, 0 )
( 45, 2, Yol, 0 )
( 45, 3, Engel, -5 )
( 45, 4, Engel, -5 )
( 45, 5, Yol, 0 )
( 45, 6, Yol, 0 )
( 45, 7, Engel, -5 )
( 45, 8, Engel, -5 )
( 45, 9, Yol, 0 )
( 45, 10, Yol, 0 )
( 45, 11, Engel, -5 )
( 45, 12, Yol, 0 )
( 45, 13, Yol, 0 )
( 45, 14, Yol, 0 )
( 45, 15, Engel, -5 )
( 45, 16, Yol, 0 )
( 45, 17, Engel, -5 )
( 45, 18, Yol, 0 )
( 45, 19, Engel, -5 )
( 45, 20, Yol, 0 )
( 45, 21, Yol, 0 )
( 45, 22, Yol, 0 )
( 45, 23, Yol, 0 )
( 45, 24, Yol, 0 )
( 45, 25, Engel, -5 )
( 45, 26, Engel, -5 )
( 45, 27, Yol, 0 )
( 45, 28, Engel, -5 )
( 45, 29, Yol, 0 )
( 45, 30, Yol, 0 )
( 45, 31, Yol, 0 )
( 45, 32, Yol, 0 )
( 45, 33, Yol, 0 )
( 45, 34, Yol, 0 )
( 45, 35, Engel, -5 )
( 45, 36, Yol, 0 )
( 45, 37, Engel, -5 )
( 45, 38, Yol, 0 )
( 45, 39, Yol, 0 )
( 45, 40, Yol, 0 )
( 45, 41, Engel, -5 )
( 45, 42, Engel, -5 )
( 45, 43, Yol, 0 )
( 45, 44, Engel, -5 )
( 45, 45, Yol, 0 )
( 45, 46, Yol, 0 )
( 45, 47, Yol, 0 )
( 45, 48, Yol, 0 )
( 45, 49, Engel, -5 )
( 46, 0, Engel, -5 )
( 46, 1, Yol, 0 )
( 46, 2, Yol, 0 )
( 46, 3, Engel, -5 )
( 46, 4, Yol, 0 )
( 46, 5, Engel, -5 )
( 46, 6, Engel, -5 )
( 46, 7, Yol, 0 )
( 46, 8, Engel, -5 )
( 46, 9, Yol, 0 )
( 46, 10, Yol, 0 )
( 46, 11, Yol, 0 )
( 46, 12, Engel, -5 )
( 46, 13, Yol, 0 )
( 46, 14, Engel, -5 )
( 46, 15, Yol, 0 )
( 46, 16, Engel, -5 )
( 46, 17, Yol, 0 )
( 46, 18, Yol, 0 )
( 46, 19, Yol, 0 )
( 46, 20, Engel, -5 )
( 46, 21, Engel, -5 )
( 46, 22, Yol, 0 )
( 46, 23, Yol, 0 )
( 46, 24, Yol, 0 )
( 46, 25, Yol, 0 )
( 46, 26, Yol, 0 )
( 46, 27, Yol, 0 )
( 46, 28, Yol, 0 )
( 46, 29, Engel, -5 )
( 46, 30, Yol, 0 )
( 46, 31, Engel, -5 )
( 46, 32, Engel, -5 )
( 46, 33, Yol, 0 )
( 46, 34, Yol, 0 )
( 46, 35, Yol, 0 )
( 46, 36, Yol, 0 )
( 46, 37, Engel, -5 )
( 46, 38, Yol, 0 )
( 46, 39, Yol, 0 )
( 46, 40, Engel, -5 )
( 46, 41, Yol, 0 )
( 46, 42, Yol, 0 )
( 46, 43, Yol, 0 )
( 46, 44, Engel, -5 )
( 46, 45, Yol, 0 )
( 46, 46, Yol, 0 )
( 46, 47, Engel, -5 )
( 46, 48, Yol, 0 )
( 46, 49, Engel, -5 )
( 47, 0, Yol, 0 )
( 47, 1, Yol, 0 )
( 47, 2, Yol, 0 )
( 47, 3, Yol, 0 )
( 47, 4, Engel, -5 )
( 47, 5, Yol, 0 )
( 47, 6, Engel, -5 )
( 47, 7, Yol, 0 )
( 47, 8, Engel, -5 )
( 47, 9, Yol, 0 )
( 47, 10, Engel, -5 )
( 47, 11, Engel, -5 )
( 47, 12, Engel, -5 )
( 47, 13, Yol, 0 )
( 47, 14, Engel, -5 )
( 47, 15, Yol, 0 )
( 47, 16, Yol, 0 )
( 47, 17, Yol, 0 )
( 47, 18, Yol, 0 )
( 47, 19, Yol, 0 )
( 47, 20, Yol, 0 )
( 47, 21, Yol, 0 )
( 47, 22, Yol, 0 )
( 47, 23, Yol, 0 )
( 47, 24, Yol, 0 )
( 47, 25, Engel, -5 )
( 47, 26, Yol, 0 )
( 47, 27, Yol, 0 )
( 47, 28, Yol, 0 )
( 47, 29, Engel, -5 )
( 47, 30, Yol, 0 )
( 47, 31, Engel, -5 )
( 47, 32, Engel, -5 )
( 47, 33, Yol, 0 )
( 47, 34, Yol, 0 )
( 47, 35, Yol, 0 )
( 47, 36, Yol, 0 )
( 47, 37, Engel, -5 )
( 47, 38, Yol, 0 )
( 47, 39, Yol, 0 )
( 47, 40, Yol, 0 )
( 47, 41, Engel, -5 )
( 47, 42, Yol, 0 )
( 47, 43, Engel, -5 )
( 47, 44, Engel, -5 )
( 47, 45, Yol, 0 )
( 47, 46, Engel, -5 )
( 47, 47, Yol, 0 )
( 47, 48, Engel, -5 )
( 47, 49, Yol, 0 )
( 48, 0, Yol, 0 )
( 48, 1, Yol, 0 )
( 48, 2, Yol, 0 )
( 48, 3, Yol, 0 )
( 48, 4, Yol, 0 )
( 48, 5, Yol, 0 )
( 48, 6, Engel, -5 )
( 48, 7, Yol, 0 )
( 48, 8, Yol, 0 )
( 48, 9, Yol, 0 )
( 48, 10, Yol, 0 )
( 48, 11, Engel, -5 )
( 48, 12, Yol, 0 )
( 48, 13, Engel, -5 )
( 48, 14, Engel, -5 )
( 48, 15, Yol, 0 )
( 48, 16, Yol, 0 )
( 48, 17, Yol, 0 )
( 48, 18, Engel, -5 )
( 48, 19, Yol, 0 )
( 48, 20, Engel, -5 )
( 48, 21, Engel, -5 )
( 48, 22, Yol, 0 )
( 48, 23, Engel, -5 )
( 48, 24, Yol, 0 )
( 48, 25, Yol, 0 )
( 48, 26, Engel, -5 )
( 48, 27, Yol, 0 )
( 48, 28, Yol, 0 )
( 48, 29, Engel, -5 )
( 48, 30, Yol, 0 )
( 48, 31, Engel, -5 )
( 48, 32, Yol, 0 )
( 48, 33, Yol, 0 )
( 48, 34, Yol, 0 )
( 48, 35, Yol, 0 )
( 48, 36, Engel, -5 )
( 48, 37, Engel, -5 )
( 48, 38, Yol, 0 )
( 48, 39, Yol, 0 )
( 48, 40, Yol, 0 )
( 48, 41, Yol, 0 )
( 48, 42, Yol, 0 )
( 48, 43, Engel, -5 )
( 48, 44, Yol, 0 )
( 48, 45, Yol, 0 )
( 48, 46, Engel, -5 )
( 48, 47, Yol, 0 )
( 48, 48, Yol, 0 )
( 48, 49, Engel, -5 )
( 49, 0, Engel, -5 )
( 49, 1, Yol, 0 )
( 49, 2, Engel, -5 )
( 49, 3, Yol, 0 )
( 49, 4, Engel, -5 )
( 49, 5, Engel, -5 )
( 49, 6, Yol, 0 )
( 49, 7, Yol, 0 )
( 49, 8, Engel, -5 )
( 49, 9, Yol, 0 )
( 49, 10, Engel, -5 )
( 49, 11, Yol, 0 )
( 49, 12, Yol, 0 )
( 49, 13, Engel, -5 )
( 49, 14, Yol, 0 )
( 49, 15, Engel, -5 )
( 49, 16, Engel, -5 )
( 49, 17, Yol, 0 )
( 49, 18, Yol, 0 )
( 49, 19, Yol, 0 )
( 49, 20, Engel, -5 )
( 49, 21, Yol, 0 )
( 49, 22, Engel, -5 )
( 49, 23, Yol, 0 )
( 49, 24, Yol, 0 )
( 49, 25, Yol, 0 )
( 49, 26, Yol, 0 )
( 49, 27, Engel, -5 )
( 49, 28, Yol, 0 )
( 49, 29, Yol, 0 )
( 49, 30, Engel, -5 )
( 49, 31, Yol, 0 )
( 49, 32, Yol, 0 )
( 49, 33, Engel, -5 )
( 49, 34, Yol, 0 )
( 49, 35, Engel, -5 )
( 49, 36, Engel, -5 )
( 49, 37, Yol, 0 )
( 49, 38, Yol, 0 )
( 49, 39, Engel, -5 )
( 49, 40, Engel, -5 )
( 49, 41, Engel, -5 )
( 49, 42, Yol, 0 )
( 49, 43, Yol, 0 )
( 49, 44, Yol, 0 )
( 49, 45, Yol, 0 )
( 49, 46, Yol, 0 )
( 49, 47, Engel, -5 )
( 49, 48, Engel, -5 )
( 49, 49, Engel, -5 )
